ensembl	symbol	IPC-DMSO-A	IPC-DMSO-B	IPC-DMSO-C	IPC-DMSO-D	IPC-GiB-A	IPC-GiB-B	IPC-GiB-C
ENSG00000105392	CRX	87	83	83	92	69	76	79
ENSG00000105393	BABAM1	5383	7380	4333	6153	3929	4431	4806
ENSG00000105397	TYK2	2208	3483	1876	2773	1852	2188	2196
ENSG00000105398	SULT2A1	2	0	1	0	1	0	0
ENSG00000105401	CDC37	9653	13265	7298	11184	6998	7565	8292
ENSG00000105402	NAPA	3250	4255	2442	3567	2389	2645	2718
ENSG00000105404	RABAC1	1420	1922	1152	1661	957	1085	1185
ENSG00000105409	ATP1A3	0	13	8	11	0	8	0
ENSG00000105419	MEIS3	90	96	63	110	57	71	74
ENSG00000105426	PTPRS	3991	5412	3220	4610	3155	3229	3453
ENSG00000105427	CNFN	22	19	13	19	17	10	7
ENSG00000105429	MEGF8	2501	3381	2014	2947	1853	1946	2072
ENSG00000105438	KDELR1	5980	7828	4742	6950	4401	4639	4784
ENSG00000105443	CYTH2	741	1031	574	807	515	593	715
ENSG00000105447	GRWD1	2206	2819	1548	2350	1598	1681	2020
ENSG00000105464	GRIN2D	1339	1877	1109	1764	1066	1243	1098
ENSG00000105467	SYNGR4	2	0	1	0	2	0	1
ENSG00000105472	CLEC11A	3726	4860	2670	3964	2495	2838	3165
ENSG00000105479	ODAD1	7	5	8	5	0	4	7
ENSG00000105483	CARD8	262	382	215	313	216	228	268
ENSG00000105486	LIG1	1840	2453	1366	2120	1349	1507	1553
ENSG00000105492	SIGLEC6	37	34	26	31	18	29	18
ENSG00000105497	ZNF175	277	405	226	371	224	225	256
ENSG00000105499	PLA2G4C	20	27	16	14	16	13	18
ENSG00000105514	RAB3D	843	1066	705	978	663	721	679
ENSG00000105516	DBP	330	410	314	440	266	266	254
ENSG00000105518	TMEM205	938	1212	707	1047	603	726	739
ENSG00000105519	CAPS	175	211	127	177	109	125	145
ENSG00000105520	PLPPR2	1802	2373	1516	2130	1392	1470	1456
ENSG00000105523	FAM83E	11	10	7	6	7	7	3
ENSG00000105538	RASIP1	1181	1611	957	1375	890	1078	1067
ENSG00000105552	BCAT2	28	31	19	26	20	28	25
ENSG00000105556	MIER2	1256	1706	979	1430	901	1017	1074
ENSG00000105559	PLEKHA4	2135	2834	1527	2237	1439	1646	1740
ENSG00000105568	PPP2R1A	8255	10963	6571	9411	6084	6607	6934
ENSG00000105576	TNPO2	10623	13800	7939	11683	7793	8165	9211
ENSG00000105583	WDR83OS	2720	3479	1957	3047	2034	2116	2299
ENSG00000105605	CACNG7	2	4	0	6	2	2	0
ENSG00000105607	GCDH	1185	1662	998	1281	940	973	1167
ENSG00000105609	LILRB5	18	29	20	16	15	10	7
ENSG00000105610	KLF1	3	4	0	1	0	0	1
ENSG00000105612	DNASE2	2894	3448	2470	3417	2054	2214	2357
ENSG00000105613	MAST1	353	435	310	464	268	322	265
ENSG00000105617	LENG1	552	741	420	628	373	460	477
ENSG00000105618	PRPF31	4741	6178	3505	4980	3188	3649	4025
ENSG00000105619	TFPT	2018	2747	1524	2135	1417	1593	1733
ENSG00000105639	JAK3	0	0	0	0	2	5	11
ENSG00000105640	RPL18A	47522	69129	38810	55164	35480	39635	43447
ENSG00000105641	SLC5A5	1	5	2	5	1	2	2
ENSG00000105642	KCNN1	29	30	18	47	33	16	29
ENSG00000105643	ARRDC2	781	1000	553	899	566	584	628
ENSG00000105647	PIK3R2	8887	11832	7241	10858	6822	7598	7786
ENSG00000105649	RAB3A	1009	1346	800	1138	804	802	825
ENSG00000105650	PDE4C	33	33	21	33	18	28	28
ENSG00000105655	ISYNA1	3654	5060	3084	4366	2813	3017	3230
ENSG00000105656	ELL	1477	2001	1173	1734	1185	1289	1347
ENSG00000105662	CRTC1	1689	2288	1224	1807	1291	1443	1413
ENSG00000105664	COMP	0	1	0	0	0	0	0
ENSG00000105668	UPK1A	7	15	7	9	10	8	7
ENSG00000105669	COPE	7941	11081	6057	8817	5680	6415	7076
ENSG00000105671	DDX49	2915	3764	2191	3327	2126	2438	2702
ENSG00000105672	ETV2	53	77	47	58	36	48	48
ENSG00000105675	ATP4A	0	0	0	1	0	0	0
ENSG00000105676	ARMC6	5131	6599	3603	5347	3826	4182	4726
ENSG00000105677	TMEM147	3839	4753	3071	4278	2813	3041	3147
ENSG00000105679	GAPDHS	30	48	26	31	23	30	26
ENSG00000105695	MAG	1	6	3	1	1	0	1
ENSG00000105696	TMEM59L	0	0	0	0	0	1	0
ENSG00000105698	USF2	8855	11726	7000	9914	6118	6675	7436
ENSG00000105699	LSR	118	160	77	134	83	92	83
ENSG00000105700	KXD1	6641	8896	5030	7458	4599	5028	5517
ENSG00000105701	FKBP8	12808	16966	10335	14804	9035	10209	10661
ENSG00000105705	SUGP1	1919	2744	1261	2079	1420	1724	1643
ENSG00000105707	HPN	0	0	1	0	0	2	1
ENSG00000105708	ZNF14	213	279	184	278	194	202	198
ENSG00000105711	SCN1B	48	68	39	64	27	28	36
ENSG00000105717	PBX4	61	101	74	119	53	52	67
ENSG00000105722	ERF	2765	3930	2069	3113	1949	2086	2293
ENSG00000105723	GSK3A	2329	3105	1870	2677	1724	1875	1890
ENSG00000105726	ATP13A1	5553	7692	4263	6435	4174	4499	4615
ENSG00000105732	ZNF574	691	916	471	752	539	548	586
ENSG00000105737	GRIK5	8	14	7	10	3	5	2
ENSG00000105738	SIPA1L3	694	939	598	817	578	604	636
ENSG00000105750	ZNF85	96	104	59	77	64	69	78
ENSG00000105755	ETHE1	1850	2418	1467	1993	1199	1426	1552
ENSG00000105767	CADM4	2056	2878	1618	2480	1441	1546	1784
ENSG00000105771	SMG9	4078	5388	3011	4172	2934	3172	3457
ENSG00000105778	AVL9	2310	2969	1740	2504	1720	1880	2082
ENSG00000105784	RUNDC3B	27	38	2	34	18	28	18
ENSG00000105792	CFAP69	55	64	31	56	47	36	36
ENSG00000105793	GTPBP10	1243	1604	995	1390	990	1082	1141
ENSG00000105808	RASA4	163	198	143	229	105	128	128
ENSG00000105810	CDK6	4834	6936	4023	5844	4106	4236	4401
ENSG00000105819	PMPCB	2699	3816	2077	3013	2071	2273	2493
ENSG00000105821	DNAJC2	2375	2818	1918	2610	1870	1892	2079
ENSG00000105825	TFPI2	160	222	138	181	122	153	178
ENSG00000105829	BET1	1089	1479	820	1135	832	949	926
ENSG00000105835	NAMPT	4448	6156	3620	4951	3410	3542	3716
ENSG00000105849	POLR1F	2379	3021	2022	2707	2020	2151	2152
ENSG00000105851	PIK3CG	0	0	1	0	3	1	0
ENSG00000105852	PON3	19	25	13	22	12	9	21
ENSG00000105854	PON2	3424	4220	2569	3590	2326	2492	2871
ENSG00000105855	ITGB8	6354	8800	5354	7674	5217	5323	5543
ENSG00000105856	HBP1	1609	2202	1295	1974	1243	1344	1413
ENSG00000105865	DUS4L	192	226	149	207	138	127	150
ENSG00000105866	SP4	244	306	185	305	173	205	253
ENSG00000105875	WDR91	1609	1822	1251	1705	1339	1325	1449
ENSG00000105877	DNAH11	2	0	0	1	3	0	0
ENSG00000105879	CBLL1	1815	2619	1494	2103	1606	1560	1773
ENSG00000105880	DLX5	300	374	263	360	226	231	271
ENSG00000105887	MTPN	16591	22741	13171	19413	13003	13668	14408
ENSG00000105889	STEAP1B	671	901	504	802	446	548	665
ENSG00000105894	PTN	3	5	2	2	0	6	1
ENSG00000105926	PALS2	1043	1503	885	1249	900	968	960
ENSG00000105928	GSDME	723	938	557	799	530	676	614
ENSG00000105929	ATP6V0A4	136	212	132	196	107	151	107
ENSG00000105939	ZC3HAV1	3887	5287	3038	4377	3261	3354	3615
ENSG00000105948	TTC26	647	790	488	706	515	569	500
ENSG00000105953	OGDH	4365	6052	3492	5295	3343	3769	3949
ENSG00000105963	ADAP1	106	114	87	146	90	90	7
ENSG00000105967	TFEC	83	134	61	105	65	70	69
ENSG00000105968	H2AZ2	6025	7995	4625	6528	4476	4762	5351
ENSG00000105971	CAV2	1346	1823	1259	1696	1007	1120	1145
ENSG00000105974	CAV1	5529	7240	4618	6855	4313	4618	4526
ENSG00000105976	MET	6877	9879	6082	8946	6167	6525	6738
ENSG00000105982	RNF32	70	80	55	69	53	59	46
ENSG00000105983	LMBR1	1193	1707	1105	1522	1000	989	1095
ENSG00000105991	HOXA1	24	23	16	19	9	17	15
ENSG00000105993	DNAJB6	5377	6931	4001	5739	3963	4418	4673
ENSG00000105996	HOXA2	0	0	0	0	1	0	0
ENSG00000105997	HOXA3	4	10	8	7	4	6	3
ENSG00000106003	LFNG	13	15	8	15	7	8	14
ENSG00000106004	HOXA5	41	54	40	53	37	46	38
ENSG00000106006	HOXA6	28	24	13	15	10	17	22
ENSG00000106009	BRAT1	3312	4200	2525	3496	2460	2756	2765
ENSG00000106012	IQCE	1384	1992	986	1489	1029	1128	1248
ENSG00000106013	ANKRD7	128	114	90	122	79	101	97
ENSG00000106018	VIPR2	0	2	2	7	0	3	1
ENSG00000106025	TSPAN12	9	10	1	9	2	8	6
ENSG00000106028	SSBP1	4151	5014	3072	4226	2848	3142	3641
ENSG00000106031	HOXA13	139	217	144	218	130	141	130
ENSG00000106034	CPED1	128	184	106	152	124	101	99
ENSG00000106049	HIBADH	1859	2529	1556	2262	1381	1502	1503
ENSG00000106052	TAX1BP1	7671	9995	6188	8886	6005	6392	6667
ENSG00000106066	CPVL	2	0	1	0	0	1	1
ENSG00000106069	CHN2	0	0	2	3	2	1	1
ENSG00000106070	GRB10	4977	6647	4072	5651	3836	4273	4409
ENSG00000106077	ABHD11	283	320	202	393	238	213	249
ENSG00000106078	COBL	48	79	38	56	41	43	38
ENSG00000106080	FKBP14	1570	2034	1233	1710	1206	1294	1425
ENSG00000106086	PLEKHA8	1281	1685	1020	1517	1061	1136	1098
ENSG00000106089	STX1A	371	505	306	425	254	245	304
ENSG00000106100	NOD1	333	439	234	308	204	235	254
ENSG00000106105	GARS1	11076	14023	9422	13247	9210	9986	10754
ENSG00000106113	CRHR2	3	3	1	0	1	2	1
ENSG00000106123	EPHB6	0	0	0	1	2	0	0
ENSG00000106125	MINDY4	101	129	89	115	64	77	94
ENSG00000106144	CASP2	2107	2773	1583	2310	1658	1821	1787
ENSG00000106153	CHCHD2	10044	14434	8596	12052	7863	8512	9628
ENSG00000106178	CCL24	6	8	1	7	2	2	4
ENSG00000106211	HSPB1	14634	19520	11842	16750	10388	11683	11999
ENSG00000106236	NPTX2	7	2	1	0	2	0	2
ENSG00000106244	PDAP1	6516	8993	5011	7417	4751	5193	5652
ENSG00000106245	BUD31	2561	3328	1996	2808	1814	2118	2069
ENSG00000106246	PTCD1	1235	1674	931	1444	989	987	1106
ENSG00000106258	CYP3A5	208	263	186	198	157	165	151
ENSG00000106261	ZKSCAN1	4552	6241	4014	5726	3839	4195	4001
ENSG00000106263	EIF3B	28411	37666	21852	31217	20802	23440	24952
ENSG00000106266	SNX8	10194	13969	8167	11423	7559	8285	8970
ENSG00000106268	NUDT1	1880	2459	1479	2042	1315	1411	1604
ENSG00000106278	PTPRZ1	490	715	401	543	340	422	361
ENSG00000106290	TAF6	3776	5219	3065	4611	2930	3098	3025
ENSG00000106299	WASL	3647	4973	3104	4508	3228	3215	3508
ENSG00000106302	HYAL4	0	1	0	0	0	0	0
ENSG00000106305	AIMP2	2532	3533	1917	2613	1965	2144	2420
ENSG00000106327	TFR2	0	25	39	7	0	0	33
ENSG00000106330	MOSPD3	823	1193	705	969	599	722	716
ENSG00000106333	PCOLCE	76	89	63	90	42	46	61
ENSG00000106336	FBXO24	6	7	11	17	5	8	3
ENSG00000106344	RBM28	3529	4649	2610	3877	2830	3014	3197
ENSG00000106346	USP42	885	1218	715	1090	756	811	795
ENSG00000106348	IMPDH1	6657	8694	5098	7509	4969	5308	5571
ENSG00000106351	AGFG2	825	1216	632	1000	675	613	728
ENSG00000106355	LSM5	1205	1527	972	1239	820	916	1021
ENSG00000106366	SERPINE1	3	10	5	14	8	6	5
ENSG00000106367	AP1S1	6256	8695	4786	6765	4320	4713	5333
ENSG00000106384	MOGAT3	3	7	6	8	4	7	7
ENSG00000106392	C1GALT1	1561	1961	1101	1665	1131	1187	1323
ENSG00000106397	PLOD3	20010	25955	15037	21997	14154	15368	16282
ENSG00000106399	RPA3	1286	1543	985	1364	881	908	1061
ENSG00000106400	ZNHIT1	3988	5521	3154	4493	2830	3118	3576
ENSG00000106404	CLDN15	611	713	449	663	373	403	462
ENSG00000106415	GLCCI1	326	477	294	378	284	262	303
ENSG00000106436	MYL10	3	3	2	1	2	2	2
ENSG00000106443	PHF14	2508	3403	2079	2722	1988	2228	2394
ENSG00000106459	NRF1	600	727	461	640	395	499	534
ENSG00000106460	TMEM106B	3413	4681	2680	3846	2657	2906	2940
ENSG00000106462	EZH2	1716	2378	1202	1916	1340	1442	1515
ENSG00000106477	CEP41	1328	1904	1106	1636	990	1061	1166
ENSG00000106479	ZNF862	466	655	381	555	339	355	411
ENSG00000106483	SFRP4	0	0	0	1	1	2	0
ENSG00000106484	MEST	1	1	0	2	0	1	0
ENSG00000106511	MEOX2	238	347	171	252	186	187	225
ENSG00000106524	ANKMY2	986	1307	793	1200	743	844	877
ENSG00000106526	ACTR3C	1	1	0	3	0	3	0
ENSG00000106536	POU6F2	14	21	14	12	9	8	20
ENSG00000106537	TSPAN13	971	1302	821	1052	690	828	770
ENSG00000106541	AGR2	0	0	0	0	1	0	0
ENSG00000106546	AHR	2440	3208	1939	2814	2091	2135	2363
ENSG00000106554	CHCHD3	5243	7104	4030	5784	3861	4348	4922
ENSG00000106560	GIMAP2	188	208	148	175	137	147	158
ENSG00000106565	TMEM176B	0	2	0	1	0	0	1
ENSG00000106571	GLI3	903	1250	762	1063	687	700	755
ENSG00000106588	PSMA2	3737	5048	3027	4032	2642	2852	3347
ENSG00000106591	MRPL32	1632	2076	1213	1669	1169	1349	1499
ENSG00000106603	COA1	988	1466	916	1297	767	816	940
ENSG00000106605	BLVRA	2762	3679	2177	3051	1996	2286	2538
ENSG00000106608	URGCP	1604	2212	1205	1743	1208	1303	1389
ENSG00000106609	TMEM248	4601	6110	3617	5290	3524	3744	3996
ENSG00000106615	RHEB	7049	9148	5312	7535	4719	5364	5972
ENSG00000106617	PRKAG2	96	108	86	91	54	84	75
ENSG00000106624	AEBP1	8499	11080	6521	9553	5819	6625	6393
ENSG00000106628	POLD2	5641	7613	4689	6850	4279	4660	4678
ENSG00000106633	GCK	0	11	0	0	4	3	3
ENSG00000106635	BCL7B	1586	2141	1182	1668	1085	1111	1364
ENSG00000106636	YKT6	5417	7608	4018	5801	4054	4165	4895
ENSG00000106638	TBL2	467	498	276	520	325	313	395
ENSG00000106665	CLIP2	1998	2821	1710	2434	1463	1688	1762
ENSG00000106682	EIF4H	24529	32775	18965	27501	18011	20004	21346
ENSG00000106683	LIMK1	4601	6260	3508	5205	3636	3843	4082
ENSG00000106686	SPATA6L	4	2	1	6	0	0	2
ENSG00000106688	SLC1A1	264	380	199	307	199	201	244
ENSG00000106689	LHX2	62	49	44	51	41	35	38
ENSG00000106692	FKTN	1090	1422	869	1229	811	868	928
ENSG00000106701	FSD1L	361	528	293	383	263	304	276
ENSG00000106714	CNTNAP3	119	151	86	135	82	100	114
ENSG00000106723	SPIN1	2061	2759	1575	2331	1588	1647	1821
ENSG00000106733	NMRK1	238	300	117	218	138	154	191
ENSG00000106771	TMEM245	3624	4921	2856	4171	2839	3080	3203
ENSG00000106772	PRUNE2	170	256	152	225	175	194	203
ENSG00000106780	MEGF9	2029	2802	1704	2469	1557	1659	1629
ENSG00000106785	TRIM14	1547	2125	1219	1807	1148	1281	1323
ENSG00000106789	CORO2A	114	151	114	143	79	101	91
ENSG00000106799	TGFBR1	3052	4294	2582	3572	2418	2575	2666
ENSG00000106803	SEC61B	2324	2882	1748	2446	1565	1775	2248
ENSG00000106804	C5	88	127	52	75	65	49	74
ENSG00000106809	OGN	1	1	0	0	1	1	0
ENSG00000106819	ASPN	0	0	2	0	0	0	0
ENSG00000106823	ECM2	4	16	3	2	8	6	5
ENSG00000106829	TLE4	48	59	53	64	33	39	31
ENSG00000106852	LHX6	167	232	165	234	152	160	146
ENSG00000106853	PTGR1	838	1129	686	874	576	641	717
ENSG00000106868	SUSD1	176	279	148	240	164	183	160
ENSG00000106948	AKNA	203	300	178	276	193	182	175
ENSG00000106976	DNM1	9	18	22	26	2	13	14
ENSG00000106991	ENG	2327	3287	1898	2692	1649	1817	1925
ENSG00000106992	AK1	972	1447	775	1155	744	825	894
ENSG00000106993	CDC37L1	272	376	248	336	224	267	241
ENSG00000107014	RLN2	26	55	28	47	30	31	31
ENSG00000107018	RLN1	0	2	0	0	0	0	0
ENSG00000107020	PLGRKT	243	371	183	273	182	213	246
ENSG00000107021	TBC1D13	1436	2050	1096	1767	1099	1226	1323
ENSG00000107036	RIC1	672	1090	607	826	595	593	624
ENSG00000107077	KDM4C	434	537	384	540	371	369	388
ENSG00000107099	DOCK8	0	0	0	2	0	0	0
ENSG00000107104	KANK1	4717	7032	3820	5706	4011	4165	4645
ENSG00000107105	ELAVL2	3	4	3	5	1	2	2
ENSG00000107130	NCS1	2878	3800	2305	3384	2178	2404	2713
ENSG00000107140	TESK1	719	835	539	806	515	636	614
ENSG00000107159	CA9	2	1	3	0	0	5	3
ENSG00000107164	FUBP3	3079	4067	2416	3391	2286	2504	2568
ENSG00000107165	TYRP1	83940	114882	67522	97916	65507	70597	74985
ENSG00000107175	CREB3	611	749	528	649	475	446	519
ENSG00000107185	RGP1	3069	4231	2449	3784	2439	2584	2723
ENSG00000107186	MPDZ	1652	2233	1473	1998	1307	1562	1506
ENSG00000107187	LHX3	0	1	0	0	0	0	0
ENSG00000107201	DDX58	310	460	140	339	277	217	224
ENSG00000107223	EDF1	3968	5046	2960	4116	2710	2917	3489
ENSG00000107249	GLIS3	5	0	6	8	1	0	0
ENSG00000107262	BAG1	1124	1321	789	1136	729	847	865
ENSG00000107263	RAPGEF1	3829	5435	3179	4546	3105	3466	3603
ENSG00000107281	NPDC1	723	960	589	835	567	590	637
ENSG00000107282	APBA1	135	183	115	174	87	97	95
ENSG00000107290	SETX	3106	4570	2815	3858	2696	2897	2920
ENSG00000107295	SH3GL2	260	314	167	264	148	158	197
ENSG00000107331	ABCA2	734	1034	596	879	550	658	576
ENSG00000107338	SHB	651	808	483	824	482	487	499
ENSG00000107341	UBE2R2	3330	4292	2831	3923	2513	2748	2821
ENSG00000107362	ABHD17B	729	848	547	771	562	567	629
ENSG00000107371	EXOSC3	1357	1752	857	1388	961	1057	1236
ENSG00000107372	ZFAND5	5387	7161	4127	6118	4042	4535	4735
ENSG00000107404	DVL1	3220	4035	2513	3467	2321	2603	2785
ENSG00000107438	PDLIM1	1584	2175	1245	1916	1165	1397	1401
ENSG00000107443	CCNJ	601	915	503	650	476	515	562
ENSG00000107485	GATA3	2	2	1	0	2	1	4
ENSG00000107518	ATRNL1	339	523	265	418	223	253	290
ENSG00000107521	HPS1	809	1113	774	1061	779	631	702
ENSG00000107537	PHYH	1015	1220	787	1043	672	758	878
ENSG00000107551	RASSF4	131	141	104	123	82	107	95
ENSG00000107554	DNMBP	765	1179	674	942	691	714	739
ENSG00000107560	RAB11FIP2	1384	2000	1181	1669	1141	1324	1300
ENSG00000107566	ERLIN1	2604	3721	2199	3133	1991	2254	2369
ENSG00000107581	EIF3A	22450	30166	17874	25355	17959	20219	21007
ENSG00000107593	PKD2L1	0	0	0	1	0	0	0
ENSG00000107611	CUBN	761	1102	646	845	559	615	687
ENSG00000107614	TRDMT1	191	289	191	211	189	142	149
ENSG00000107625	DDX50	1545	1892	1202	1641	1205	1158	1383
ENSG00000107643	MAPK8	943	1271	781	1030	798	793	891
ENSG00000107651	SEC23IP	3105	4261	2543	3602	2612	2608	2871
ENSG00000107669	ATE1	1342	1802	1171	1576	1085	1190	1231
ENSG00000107672	NSMCE4A	935	1131	661	926	639	769	760
ENSG00000107679	PLEKHA1	1728	2404	1405	2126	1368	1470	1568
ENSG00000107719	PALD1	2	2	3	7	1	2	5
ENSG00000107731	UNC5B	0	2	1	1	0	1	10
ENSG00000107736	CDH23	0	24	0	11	13	0	16
ENSG00000107738	VSIR	5	11	9	5	4	4	8
ENSG00000107742	SPOCK2	3	5	5	4	1	5	3
ENSG00000107745	MICU1	1824	2573	1473	2276	1387	1635	1640
ENSG00000107758	PPP3CB	2041	2672	1540	2378	1526	1664	1680
ENSG00000107771	CCSER2	1817	2518	1508	2307	1526	1571	1715
ENSG00000107779	BMPR1A	1762	2255	1220	1638	1233	1302	1479
ENSG00000107789	MINPP1	1302	1712	994	1479	925	993	1065
ENSG00000107796	ACTA2	44	58	41	54	30	45	61
ENSG00000107798	LIPA	6433	8721	5208	7630	4919	5262	5582
ENSG00000107807	TLX1	0	2	0	2	1	1	0
ENSG00000107815	TWNK	1545	2173	1145	1559	1114	1254	1463
ENSG00000107816	LZTS2	4654	6231	3686	5290	3457	3756	3921
ENSG00000107819	SFXN3	4874	6852	4064	5751	3854	4129	4203
ENSG00000107821	KAZALD1	133	151	82	143	76	104	104
ENSG00000107829	FBXW4	818	1172	659	968	632	638	779
ENSG00000107831	FGF8	0	0	3	0	2	2	0
ENSG00000107833	NPM3	2202	3623	1887	2710	1769	1947	2252
ENSG00000107854	TNKS2	4433	6215	3557	5119	3484	3784	4014
ENSG00000107859	PITX3	1	2	0	0	0	1	2
ENSG00000107862	GBF1	3537	5500	3102	4686	3000	3231	3535
ENSG00000107863	ARHGAP21	2746	4476	2630	3930	2928	2727	2823
ENSG00000107864	CPEB3	123	163	104	144	105	85	122
ENSG00000107872	FBXL15	556	829	432	712	407	487	524
ENSG00000107874	CUEDC2	1306	1590	960	1439	852	932	1005
ENSG00000107882	SUFU	1218	1672	884	1380	884	996	1049
ENSG00000107890	ANKRD26	972	1237	804	1144	821	848	856
ENSG00000107897	ACBD5	2166	3096	1727	2720	1719	1902	2046
ENSG00000107902	LHPP	189	238	145	199	134	121	124
ENSG00000107929	LARP4B	3284	4571	2740	3934	2598	2925	2968
ENSG00000107937	GTPBP4	4376	5716	3412	4788	3545	3902	4262
ENSG00000107938	EDRF1	658	918	519	822	571	580	641
ENSG00000107949	BCCIP	3562	4667	2610	3710	2569	2879	3106
ENSG00000107951	MTPAP	1163	1638	959	1377	938	1000	1122
ENSG00000107954	NEURL1	5	4	1	3	2	1	1
ENSG00000107957	SH3PXD2A	4586	6393	3769	5391	3607	3881	4221
ENSG00000107959	PITRM1	6393	8826	5222	7475	4906	5610	5640
ENSG00000107960	STN1	526	741	449	630	421	455	457
ENSG00000107968	MAP3K8	25	36	30	37	21	27	28
ENSG00000107984	DKK1	139	202	98	130	79	101	101
ENSG00000108010	GLRX3	4430	6118	3484	5006	3399	3686	3994
ENSG00000108018	SORCS1	30	35	21	39	17	34	34
ENSG00000108021	TASOR2	3563	5402	3154	4484	3238	3457	3815
ENSG00000108039	XPNPEP1	2792	3721	2202	3192	2229	2415	2279
ENSG00000108055	SMC3	5351	7216	4502	6434	4375	4775	4803
ENSG00000108061	SHOC2	1875	2427	1527	2064	1484	1440	1595
ENSG00000108064	TFAM	2128	2953	1685	2387	1662	1744	2035
ENSG00000108091	CCDC6	2384	3257	1954	2737	1963	1921	2117
ENSG00000108094	CUL2	1865	2679	1343	2438	1427	1655	1555
ENSG00000108100	CCNY	1902	2428	1468	2069	1422	1482	1562
ENSG00000108106	UBE2S	31730	44071	24312	35168	21992	24662	28329
ENSG00000108107	RPL28	41083	55632	32760	45046	29344	32897	33751
ENSG00000108175	ZMIZ1	4877	6717	4134	6070	3788	4065	3946
ENSG00000108176	DNAJC12	286	361	218	284	219	252	277
ENSG00000108179	PPIF	3297	4290	2313	3389	2200	2534	2851
ENSG00000108187	PBLD	125	167	102	115	98	110	117
ENSG00000108219	TSPAN14	15133	20430	12811	18568	11952	13067	12431
ENSG00000108231	LGI1	1	0	0	0	0	0	0
ENSG00000108239	TBC1D12	438	587	386	517	382	377	370
ENSG00000108242	CYP2C18	0	0	0	2	0	0	0
ENSG00000108256	NUFIP2	5308	7585	4261	6027	4656	4726	5152
ENSG00000108262	GIT1	4117	5328	3281	5018	3280	3522	3506
ENSG00000108298	RPL19	22510	28004	17306	24407	16322	17479	19392
ENSG00000108306	FBXL20	523	704	473	615	412	429	446
ENSG00000108309	RUNDC3A	0	12	1	7	3	3	6
ENSG00000108312	UBTF	3934	5140	2720	3982	2789	3032	3336
ENSG00000108344	PSMD3	8068	11033	6059	8996	5924	6433	6948
ENSG00000108349	CASC3	2741	3811	2132	3319	2238	2487	2518
ENSG00000108352	RAPGEFL1	165	187	111	148	104	99	126
ENSG00000108370	RGS9	6	1	9	10	2	4	3
ENSG00000108375	RNF43	202	290	189	222	141	153	146
ENSG00000108379	WNT3	57	75	54	53	53	64	51
ENSG00000108381	ASPA	187	211	141	205	155	132	165
ENSG00000108384	RAD51C	533	889	440	732	492	466	617
ENSG00000108387	SEPTIN4	191	211	148	204	97	151	125
ENSG00000108389	MTMR4	2263	3202	1914	2672	1855	1920	2106
ENSG00000108395	TRIM37	2014	2734	1597	2199	1536	1703	1646
ENSG00000108406	DHX40	3058	4278	2493	3656	2431	2610	2735
ENSG00000108423	TUBD1	232	370	207	300	217	209	290
ENSG00000108424	KPNB1	16492	22751	13713	19456	13984	14255	15383
ENSG00000108433	GOSR2	1484	2054	1178	1718	1154	1217	1414
ENSG00000108439	PNPO	2559	3575	2215	3151	2075	2282	2235
ENSG00000108443	RPS6KB1	1458	2047	1193	1807	1049	1174	1255
ENSG00000108465	CDK5RAP3	1518	1739	1062	1516	1005	1112	1262
ENSG00000108468	CBX1	3661	5019	2761	3906	2621	2940	3230
ENSG00000108469	RECQL5	771	1127	627	917	614	647	650
ENSG00000108474	PIGL	87	115	69	96	45	68	67
ENSG00000108479	GALK1	804	1077	676	895	552	602	770
ENSG00000108506	INTS2	865	1225	737	1053	694	824	840
ENSG00000108509	CAMTA2	1393	2140	1260	1864	1244	1200	1337
ENSG00000108510	MED13	3132	4380	2603	3758	2657	2763	3008
ENSG00000108511	HOXB6	475	679	348	556	393	396	444
ENSG00000108515	ENO3	73	117	44	76	47	47	49
ENSG00000108518	PFN1	20212	26309	15676	22287	14323	15264	15491
ENSG00000108523	RNF167	1939	2653	1490	2175	1422	1495	1684
ENSG00000108528	SLC25A11	1569	2148	1193	1768	1172	1293	1338
ENSG00000108551	RASD1	21	23	16	28	18	13	11
ENSG00000108556	CHRNE	0	3	0	5	0	0	2
ENSG00000108557	RAI1	3654	4736	2835	4224	2741	2995	2755
ENSG00000108559	NUP88	1006	1373	872	1326	869	920	774
ENSG00000108561	C1QBP	4506	6388	3819	5180	3406	3812	4384
ENSG00000108576	SLC6A4	12	13	12	10	5	5	4
ENSG00000108578	BLMH	1875	2535	1485	2043	1412	1512	1756
ENSG00000108582	CPD	2285	3147	1869	2828	1940	1957	2039
ENSG00000108587	GOSR1	1315	1809	978	1464	1055	1091	1189
ENSG00000108588	CCDC47	8572	12036	6714	9344	6297	7204	7533
ENSG00000108590	MED31	196	242	135	238	137	141	193
ENSG00000108591	DRG2	589	791	439	656	472	453	483
ENSG00000108592	FTSJ3	3817	5117	2751	4137	3008	3343	3739
ENSG00000108599	AKAP10	1153	1515	950	1274	916	1003	1009
ENSG00000108602	ALDH3A1	6	0	2	0	0	0	6
ENSG00000108604	SMARCD2	6953	9072	5185	7726	5158	5657	6136
ENSG00000108622	ICAM2	0	0	0	0	1	0	0
ENSG00000108639	SYNGR2	2082	2909	1648	2314	1513	1672	1759
ENSG00000108641	B9D1	310	399	224	321	216	226	270
ENSG00000108651	UTP6	682	923	661	821	635	685	636
ENSG00000108654	DDX5	2681	3812	1941	3041	2179	2668	2385
